,name,applied,year,household_income,number_adults,number_children,additional_expenses,employment,divorce,medical,education,immigration,housing,total_circumstances,single,family,family_base_income,circumstance_cost_text,circumstance_cost,single_cost_text,single_cost,extra_cost,family_need_income,disposable_income,disposable_unit_text,disposable_unit,family_disposable_unit,percent_eligible,combination
449,k,yes,2022,65000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-61033.67,mid,6500.0,19500.0,90,8
450,nn,yes,2022,70000,1,1,I am paying some big hospital bills,0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-24117.33,mid,6500.0,9750.0,90,8
451,mm,yes,2022,70000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-24117.33,mid,6500.0,9750.0,90,8
452,pp,yes,2022,70000,1,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-24117.33,mid,6500.0,9750.0,90,8
453,ss,yes,2022,70000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-22117.33,mid,6500.0,9750.0,90,8
454,rr,yes,2022,70000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-59919.33,mid,6500.0,16250.0,90,8
455,oo,yes,2022,70000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,mid,2000.0,half,0.0,2000.0,94084.0,-24084.0,mid,6500.0,13000.0,90,8
456,qq,yes,2022,70000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,half,0.0,2000.0,101755.33,-31755.33,mid,6500.0,16250.0,90,8
457,t,yes,2022,75000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-19117.33,mid,6500.0,9750.0,90,8
458,uu,yes,2022,75000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-54919.33,mid,6500.0,16250.0,90,8
459,vv,yes,2022,75000,3,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,half,0.0,2000.0,101755.33,-26755.33,mid,6500.0,16250.0,90,8
460,xx,yes,2022,80000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-12117.33,mid,6500.0,9750.0,90,8
461,aaa,yes,2022,80000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-49919.33,mid,6500.0,16250.0,90,8
462,bbb,yes,2022,80000,1,2,one child has special needs,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-49919.33,mid,6500.0,16250.0,90,8
463,yy,yes,2022,80000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,half,0.0,0.0,92084.0,-12084.0,mid,6500.0,13000.0,90,8
464,ccc,yes,2022,80000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,half,0.0,0.0,159983.33,-79983.33,mid,6500.0,26000.0,90,8
465,zz,yes,2022,80000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,half,0.0,2000.0,101755.33,-21755.33,mid,6500.0,16250.0,90,8
466,ggg,yes,2022,85000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-7117.33,mid,6500.0,9750.0,90,8
467,hhh,yes,2022,85000,2,1,housing,0,0,0,0,0,1,1,0,0,92084.0,mid,2000.0,half,0.0,2000.0,94084.0,-9084.0,mid,6500.0,13000.0,90,8
468,ddd,yes,2022,85000,2,2,going through a separation,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-41033.67,mid,6500.0,19500.0,90,8
469,fff,yes,2022,85000,2,3,we have one child in college and a sick grandmother,0,0,1,1,0,0,2,0,0,159983.33,mid,2000.0,half,0.0,4000.0,163983.33,-78983.33,mid,6500.0,26000.0,90,8
470,eee,yes,2022,85000,5,2,caring for grandparents,0,0,0,0,0,1,1,0,1,149047.67,mid,2000.0,half,0.0,2000.0,151047.67,-66047.67,mid,6500.0,29250.0,90,8
471,iii,yes,2022,90000,1,1,"education, immigration",0,0,0,1,1,0,2,1,0,84412.67,mid,2000.0,half,7704.666666666671,11704.67,96117.33,-6117.33,mid,6500.0,9750.0,90,8
472,jjj,yes,2022,90000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-2117.33,mid,6500.0,9750.0,90,8
473,nnn,yes,2022,90000,1,3,none,0,0,0,0,0,0,0,1,0,152312.0,mid,2000.0,half,15409.333333333341,15409.33,167721.33,-77721.33,mid,6500.0,22750.0,90,8
474,kkk,yes,2022,90000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,half,0.0,0.0,92084.0,-2084.0,mid,6500.0,13000.0,90,8
475,lll,yes,2022,90000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-36033.67,mid,6500.0,19500.0,90,8
476,mmm,yes,2022,90000,2,3,mom is in college and one child is in a special ed private school,0,0,0,1,0,0,1,0,0,159983.33,mid,2000.0,half,0.0,2000.0,161983.33,-71983.33,mid,6500.0,26000.0,90,8
477,ooo,yes,2022,90000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,mid,2000.0,half,0.0,0.0,99755.33,-9755.33,mid,6500.0,16250.0,90,8
478,ppp,yes,2022,90000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,mid,2000.0,half,0.0,0.0,141376.33,-51376.33,mid,6500.0,26000.0,90,8
479,qqq,yes,2022,100000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,7882.67,mid,6500.0,9750.0,80,8
480,rrr,yes,2022,100000,3,3,my mom lives with us and goes to the hospital a lot,0,0,0,0,0,0,0,0,0,167654.67,mid,2000.0,half,0.0,0.0,167654.67,-67654.67,mid,6500.0,29250.0,90,8
481,sss,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,17882.67,mid,6500.0,9750.0,50,8
482,ttt,yes,2022,110000,1,1,"education, medical, housing",0,0,1,1,0,1,3,1,0,84412.67,mid,2000.0,half,7704.666666666671,13704.67,98117.33,11882.67,mid,6500.0,9750.0,70,8
483,vvv,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,17882.67,mid,6500.0,9750.0,50,8
484,www,yes,2022,110000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,half,0.0,0.0,92084.0,17916.0,mid,6500.0,13000.0,70,8
485,uuu,yes,2022,110000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-16033.67,mid,6500.0,19500.0,90,8
486,xxx,yes,2022,110000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,mid,2000.0,half,0.0,0.0,133705.0,-23705.0,mid,6500.0,22750.0,90,8
487,yyy,yes,2022,120000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-9919.33,mid,6500.0,16250.0,90,8
488,zzz,yes,2022,120000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,mid,2000.0,half,0.0,0.0,193933.0,-73933.0,mid,6500.0,32500.0,90,8
489,aaaa,yes,2022,120000,2,4,currently separating from my partner,0,0,0,0,0,1,1,0,0,193933.0,mid,2000.0,half,0.0,2000.0,195933.0,-75933.0,mid,6500.0,32500.0,90,8
490,bbbb,yes,2022,130000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,37882.67,mid,6500.0,9750.0,0,8
491,cccc,yes,2022,130000,2,2,"education, housing",0,0,0,1,0,1,2,0,0,126033.67,mid,2000.0,half,0.0,4000.0,130033.67,-33.67,mid,6500.0,19500.0,90,8
492,dddd,yes,2022,140000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,47882.67,mid,6500.0,9750.0,0,8
493,eeee,yes,2022,140000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,10080.67,mid,6500.0,16250.0,80,8
494,ffff,yes,2022,140000,2,3,medical,0,0,1,0,0,0,1,0,0,159983.33,mid,2000.0,half,0.0,2000.0,161983.33,-21983.33,mid,6500.0,26000.0,90,8
495,gggg,yes,2022,150000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,57882.67,mid,6500.0,9750.0,0,8
496,hhhh,yes,2022,150000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,half,0.0,0.0,92084.0,57916.0,mid,6500.0,13000.0,0,8
497,iiii,yes,2022,150000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,half,0.0,0.0,159983.33,-9983.33,mid,6500.0,26000.0,90,8
498,kkkk,yes,2022,160000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,30080.67,mid,6500.0,16250.0,50,8
499,llll,yes,2022,160000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,half,0.0,0.0,159983.33,16.67,mid,6500.0,26000.0,80,8
500,mmmm,yes,2022,160000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,mid,2000.0,half,0.0,0.0,193933.0,-33933.0,mid,6500.0,32500.0,90,8
501,jjjj,yes,2022,160000,3,1,"immigration, housing, divorce",0,0,0,0,1,1,2,0,0,99755.33,mid,2000.0,half,0.0,4000.0,103755.33,56244.67,mid,6500.0,16250.0,0,8
502,nnnn,yes,2022,170000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,77882.67,mid,6500.0,9750.0,0,8
503,pppp,yes,2022,170000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,43966.33,mid,6500.0,19500.0,0,8
504,qqqq,yes,2022,170000,2,3,education,0,0,0,1,0,0,1,0,0,159983.33,mid,2000.0,half,0.0,2000.0,161983.33,8016.67,mid,6500.0,26000.0,80,8
505,oooo,yes,2022,170000,3,5,none,0,0,0,0,0,0,0,0,0,235554.0,mid,2000.0,half,0.0,0.0,235554.0,-65554.0,mid,6500.0,42250.0,90,8
506,tttt,yes,2022,180000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,87882.67,mid,6500.0,9750.0,0,8
507,ssss,yes,2022,180000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,53966.33,mid,6500.0,19500.0,0,8
508,rrrr,yes,2022,180000,3,4,none,0,0,0,0,0,0,0,0,0,201604.33,mid,2000.0,half,0.0,0.0,201604.33,-21604.33,mid,6500.0,35750.0,90,8
509,uuuu,yes,2022,190000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,63966.33,mid,6500.0,19500.0,0,8
510,vvvv,yes,2022,190000,2,4,"education, medical, housing",0,0,1,1,0,1,3,0,0,193933.0,mid,2000.0,half,0.0,6000.0,199933.0,-9933.0,mid,6500.0,32500.0,90,8
511,wwww,yes,2022,200000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,half,0.0,0.0,92084.0,107916.0,mid,6500.0,13000.0,0,8
512,xxxx,yes,2022,200000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,mid,2000.0,half,0.0,0.0,133705.0,66295.0,mid,6500.0,22750.0,0,8
513,yyyy,yes,2022,220000,2,4,we have two children in college,0,0,0,1,0,0,1,0,0,193933.0,mid,2000.0,half,0.0,2000.0,195933.0,24067.0,mid,6500.0,32500.0,80,8
514,zzzz,yes,2022,220000,4,3,none,0,0,0,0,0,0,0,0,0,175326.0,mid,2000.0,half,0.0,0.0,175326.0,44674.0,mid,6500.0,32500.0,70,8
515,a,yes,2022,0,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-92117.33,low,5000.0,7500.0,90,7
516,b,yes,2022,0,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-92117.33,low,5000.0,7500.0,90,7
517,d,yes,2022,0,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-126033.67,low,5000.0,15000.0,90,7
518,c,yes,2022,0,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,mid,2000.0,half,0.0,0.0,133705.0,-133705.0,low,5000.0,17500.0,90,7
519,e,yes,2022,10000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-119919.33,low,5000.0,12500.0,90,7
520,f,yes,2022,15500,1,1,I have an injury that is keeping me from work,0,0,1,0,0,0,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-78617.33,low,5000.0,7500.0,90,7
521,g,yes,2022,26800,1,1,our housing costs have gone up substantially,0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-67317.33,low,5000.0,7500.0,90,7
522,h,yes,2022,27000,12,3,none,0,0,0,0,0,0,0,0,0,236696.67,mid,2000.0,half,0.0,0.0,236696.67,-209696.67,low,5000.0,45000.0,90,7
523,i,yes,2022,30000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-96033.67,low,5000.0,15000.0,90,7
524,j,yes,2022,30000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,mid,2000.0,half,0.0,0.0,99755.33,-69755.33,low,5000.0,12500.0,90,7
525,k,yes,2022,35000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-57117.33,low,5000.0,7500.0,90,7
526,l,yes,2022,35000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-94919.33,low,5000.0,12500.0,90,7
527,m,yes,2022,40000,1,1,"I was unemployed for the first half of the year, we care for a family member out of state",1,0,0,0,0,0,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-54117.33,low,5000.0,7500.0,90,7
528,n,yes,2022,40000,1,1,"single parent, no child support",0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-54117.33,low,5000.0,7500.0,90,7
529,o,yes,2022,40000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,half,0.0,0.0,92084.0,-52084.0,low,5000.0,10000.0,90,7
530,p,yes,2022,41000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-85033.67,low,5000.0,15000.0,90,7
531,r,yes,2022,45000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-47117.33,low,5000.0,7500.0,90,7
532,u,yes,2022,45000,1,1,sole provider for elderly mother as well as my child,0,0,0,0,0,0,0,1,2,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-47117.33,low,5000.0,7500.0,90,7
533,v,yes,2022,45000,1,2,we are paying for both the kids sports this summer,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-84919.33,low,5000.0,12500.0,90,7
534,q,yes,2022,45000,2,3,we recently moved while our home is being repaired,0,0,0,0,0,1,1,0,0,159983.33,mid,2000.0,half,0.0,2000.0,161983.33,-116983.33,low,5000.0,20000.0,90,7
535,s,yes,2022,45000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,half,0.0,0.0,159983.33,-114983.33,low,5000.0,20000.0,90,7
536,x,yes,2022,45000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,half,0.0,0.0,159983.33,-114983.33,low,5000.0,20000.0,90,7
537,t,yes,2022,45000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,mid,2000.0,half,0.0,0.0,141376.33,-96376.33,low,5000.0,20000.0,90,7
538,y,yes,2022,50000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-42117.33,low,5000.0,7500.0,90,7
539,bb,yes,2022,50000,1,2,"recently divorced, not sure what child support will look like",0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-79919.33,low,5000.0,12500.0,90,7
540,z,yes,2022,50000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-76033.67,low,5000.0,15000.0,90,7
541,aa,yes,2022,50000,3,4,none,0,0,0,0,0,0,0,0,0,201604.33,mid,2000.0,half,0.0,0.0,201604.33,-151604.33,low,5000.0,27500.0,90,7
542,cc,yes,2022,55000,1,1,lost my job of 18 years,1,0,0,0,0,0,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-39117.33,low,5000.0,7500.0,90,7
543,dd,yes,2022,55000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,mid,2000.0,half,0.0,2000.0,94084.0,-39084.0,low,5000.0,10000.0,90,7
544,e,yes,2022,55000,2,2,"tuition, medical expenses, unemployment",1,0,1,1,0,0,3,0,0,126033.67,mid,2000.0,half,0.0,6000.0,132033.67,-77033.67,low,5000.0,15000.0,90,7
545,ii,yes,2022,60000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-32117.33,low,5000.0,7500.0,90,7
546,f,yes,2022,60000,2,2,mom is in doctoral program,0,0,0,1,0,0,1,0,0,126033.67,mid,2000.0,half,0.0,2000.0,128033.67,-68033.67,low,5000.0,15000.0,90,7
547,g,yes,2022,60000,3,3,one income household,0,0,0,0,0,0,0,0,0,167654.67,mid,2000.0,half,0.0,0.0,167654.67,-107654.67,low,5000.0,22500.0,90,7
548,h,yes,2022,60000,4,2,still paying student loans,0,0,0,1,0,0,1,0,0,141376.33,mid,2000.0,half,0.0,2000.0,143376.33,-83376.33,low,5000.0,20000.0,90,7
549,ll,yes,2022,65000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-27117.33,low,5000.0,7500.0,90,7
550,mm,yes,2022,65000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-27117.33,low,5000.0,7500.0,90,7
551,j,yes,2022,65000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-64919.33,low,5000.0,12500.0,90,7
552,k,yes,2022,65000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-61033.67,low,5000.0,15000.0,90,7
553,nn,yes,2022,70000,1,1,I am paying some big hospital bills,0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-24117.33,low,5000.0,7500.0,90,7
554,mm,yes,2022,70000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-24117.33,low,5000.0,7500.0,90,7
555,pp,yes,2022,70000,1,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-24117.33,low,5000.0,7500.0,90,7
556,ss,yes,2022,70000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-22117.33,low,5000.0,7500.0,90,7
557,rr,yes,2022,70000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-59919.33,low,5000.0,12500.0,90,7
558,oo,yes,2022,70000,2,1,we pay to travel to another country each year to support family,0,0,0,0,1,0,1,0,0,92084.0,mid,2000.0,half,0.0,2000.0,94084.0,-24084.0,low,5000.0,10000.0,90,7
559,qq,yes,2022,70000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,half,0.0,2000.0,101755.33,-31755.33,low,5000.0,12500.0,90,7
560,t,yes,2022,75000,1,1,we are supporting some fmaily members who are overseas,0,0,0,0,1,0,1,1,0,84412.67,mid,2000.0,half,7704.666666666671,9704.67,94117.33,-19117.33,low,5000.0,7500.0,90,7
561,uu,yes,2022,75000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-54919.33,low,5000.0,12500.0,90,7
562,vv,yes,2022,75000,3,1,my parents lost housing and moved in with us,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,half,0.0,2000.0,101755.33,-26755.33,low,5000.0,12500.0,90,7
563,xx,yes,2022,80000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-12117.33,low,5000.0,7500.0,90,7
564,aaa,yes,2022,80000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-49919.33,low,5000.0,12500.0,90,7
565,bbb,yes,2022,80000,1,2,one child has special needs,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-49919.33,low,5000.0,12500.0,90,7
566,yy,yes,2022,80000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,half,0.0,0.0,92084.0,-12084.0,low,5000.0,10000.0,90,7
567,ccc,yes,2022,80000,2,3,none,0,0,0,0,0,0,0,0,0,159983.33,mid,2000.0,half,0.0,0.0,159983.33,-79983.33,low,5000.0,20000.0,90,7
568,zz,yes,2022,80000,3,1,currently getting divorced,0,0,0,0,0,1,1,0,0,99755.33,mid,2000.0,half,0.0,2000.0,101755.33,-21755.33,low,5000.0,12500.0,90,7
569,ggg,yes,2022,85000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-7117.33,low,5000.0,7500.0,90,7
570,hhh,yes,2022,85000,2,1,housing,0,0,0,0,0,1,1,0,0,92084.0,mid,2000.0,half,0.0,2000.0,94084.0,-9084.0,low,5000.0,10000.0,90,7
571,ddd,yes,2022,85000,2,2,going through a separation,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-41033.67,low,5000.0,15000.0,90,7
572,fff,yes,2022,85000,2,3,we have one child in college and a sick grandmother,0,0,1,1,0,0,2,0,0,159983.33,mid,2000.0,half,0.0,4000.0,163983.33,-78983.33,low,5000.0,20000.0,90,7
573,eee,yes,2022,85000,5,2,caring for grandparents,0,0,0,0,0,1,1,0,1,149047.67,mid,2000.0,half,0.0,2000.0,151047.67,-66047.67,low,5000.0,22500.0,90,7
574,iii,yes,2022,90000,1,1,"education, immigration",0,0,0,1,1,0,2,1,0,84412.67,mid,2000.0,half,7704.666666666671,11704.67,96117.33,-6117.33,low,5000.0,7500.0,90,7
575,jjj,yes,2022,90000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,-2117.33,low,5000.0,7500.0,90,7
576,nnn,yes,2022,90000,1,3,none,0,0,0,0,0,0,0,1,0,152312.0,mid,2000.0,half,15409.333333333341,15409.33,167721.33,-77721.33,low,5000.0,17500.0,90,7
577,kkk,yes,2022,90000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,half,0.0,0.0,92084.0,-2084.0,low,5000.0,10000.0,90,7
578,lll,yes,2022,90000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-36033.67,low,5000.0,15000.0,90,7
579,mmm,yes,2022,90000,2,3,mom is in college and one child is in a special ed private school,0,0,0,1,0,0,1,0,0,159983.33,mid,2000.0,half,0.0,2000.0,161983.33,-71983.33,low,5000.0,20000.0,90,7
580,ooo,yes,2022,90000,3,1,none,0,0,0,0,0,0,0,0,0,99755.33,mid,2000.0,half,0.0,0.0,99755.33,-9755.33,low,5000.0,12500.0,90,7
581,ppp,yes,2022,90000,4,2,none,0,0,0,0,0,0,0,0,0,141376.33,mid,2000.0,half,0.0,0.0,141376.33,-51376.33,low,5000.0,20000.0,90,7
582,qqq,yes,2022,100000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,7882.67,low,5000.0,7500.0,70,7
583,rrr,yes,2022,100000,3,3,my mom lives with us and goes to the hospital a lot,0,0,0,0,0,0,0,0,0,167654.67,mid,2000.0,half,0.0,0.0,167654.67,-67654.67,low,5000.0,22500.0,90,7
584,sss,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,17882.67,low,5000.0,7500.0,0,7
585,ttt,yes,2022,110000,1,1,"education, medical, housing",0,0,1,1,0,1,3,1,0,84412.67,mid,2000.0,half,7704.666666666671,13704.67,98117.33,11882.67,low,5000.0,7500.0,50,7
586,vvv,yes,2022,110000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,17882.67,low,5000.0,7500.0,0,7
587,www,yes,2022,110000,2,1,none,0,0,0,0,0,0,0,0,0,92084.0,mid,2000.0,half,0.0,0.0,92084.0,17916.0,low,5000.0,10000.0,50,7
588,uuu,yes,2022,110000,2,2,none,0,0,0,0,0,0,0,0,0,126033.67,mid,2000.0,half,0.0,0.0,126033.67,-16033.67,low,5000.0,15000.0,90,7
589,xxx,yes,2022,110000,3,2,none,0,0,0,0,0,0,0,0,0,133705.0,mid,2000.0,half,0.0,0.0,133705.0,-23705.0,low,5000.0,17500.0,90,7
590,yyy,yes,2022,120000,1,2,none,0,0,0,0,0,0,0,1,0,118362.33,mid,2000.0,half,11557.000000000005,11557.0,129919.33,-9919.33,low,5000.0,12500.0,90,7
591,zzz,yes,2022,120000,2,4,none,0,0,0,0,0,0,0,0,0,193933.0,mid,2000.0,half,0.0,0.0,193933.0,-73933.0,low,5000.0,25000.0,90,7
592,aaaa,yes,2022,120000,2,4,currently separating from my partner,0,0,0,0,0,1,1,0,0,193933.0,mid,2000.0,half,0.0,2000.0,195933.0,-75933.0,low,5000.0,25000.0,90,7
593,bbbb,yes,2022,130000,1,1,none,0,0,0,0,0,0,0,1,0,84412.67,mid,2000.0,half,7704.666666666671,7704.67,92117.33,37882.67,low,5000.0,7500.0,0,7
594,cccc,yes,2022,130000,2,2,"education, housing",0,0,0,1,0,1,2,0,0,126033.67,mid,2000.0,half,0.0,4000.0,130033.67,-33.67,low,5000.0,15000.0,90,7
